id,article_id,comment_counter,comment_id,text,reactions,post_time,author,replies
345,10030963,source2_10030963_69_13,267730_0," Hey Rainman. I just enjoy watching you flop around like afish.90% of math dictionaries define average as being the artimitic mean. IOW being the exact same thing. Granted , the remainder will define it as similiar to have you. however usually with the caveat NOT to do so in common prqctice because it's rarely , if ever, used that way .average, mean, median, norm mean something that represents a middle point. average is the quotient obtained by dividing the sum total of a set of figures by the number of figures . mean may be the simple average or it may represent value midway between two extremes . median applies to the value that represents the point at which there are as many instances above as there are belowwww.merriam-webster.com/dictionary/average",{},"Mar 21, 2013",foley12,No
346,10030963,source2_10030963_69_14,267730_0," People think an average pegging is a silver bullet would be in for a surprise. There are a lot of professional jobs in the civil service that pay less than the private sector, but it's a trade off between stability and cash. Civil Service jobs pay decent money and you get their reasonably quickly, but gains after that are slow and incremental, you don't have the top end earning potential that the private sector does.Admin jobs would be affected, but there are less of those all the time.",{},"Mar 21, 2013",spensar,No
347,10030963,source2_10030963_70,075560_0,"Public service tasks need to be contracted out as much as possible. For example, bus routes can be privatized. Inspection services can be privatized. Building construction and maintenance can be privatized. Water systems can have their treatment plants an street services privatized. Hospitals already are somewhat privatized.All those steps to outsource reduces the overheads of goverment.",{},"Mar 21, 2013",EdB1,Yes
348,10030963,source2_10030963_70_0,075560_0,Greed has no bounds.&quot;Inspection&quot; services can NOT be privatized,{},"Mar 21, 2013",Headnotinthesand,No
349,10030963,source2_10030963_70_1,075560_0," Only inspection services are federal responsibility in the examples you gave. And as has been pointed out, you don't want the inspection services contracted out.",{},"Mar 21, 2013",Theobro,No
350,10030963,source2_10030963_71,673069_0,"Real Canadian 10:13 AM on March 21, 2013 : &quot;There should be no public service unions at all.&quot;Which is interesting, as unions come into being/exist when the employer is deemed &quot;unfair&quot; to workers.BUT since the employer is the government (what were they trying to do? Maximize profits at the expense of the workers?), this raises an interesting paradox.These boards are full of people who advocate more public ownership of everything from resources to manufacturing.But why would you want to expand the reach/power of an organization that is conclusively a poor employer, evidenced by its' much higher rate of union membership?",{},"Mar 21, 2013",Lamont Cranston,No
351,10030963,source2_10030963_72,220877_0,"I agree with Wente on this one. The system is abused.I worked in the federal civil service and retired with 150 days of unused sick leave. Didn't want to play the game of going to get a doctor's slip to say I was 'sick' for the last 150 days of my civil service career.A much bigger issue has to do with lazy and incompetent federal employees that rarely get disciplined and never get fired. What Wente said about the inability of managers to 'manage' their work force is very true...&quot;When managers are thwarted at every turn from managing their work force, they give up. If it's almost impossible for them to discipline or fire people, they won't.&quot; I had a manager like that...should have never been a manager in the first place, but several employees ran completely roughshod over him (and the rest of us, by default). These clown wouldn't last a week any where else in the private sector workforce.That is a terrible way to try to work and a poisonous work environment.",{},"Mar 21, 2013",Roger_M,Yes
352,10030963,source2_10030963_72_0,220877_0,"As you worked inside the system, your knowlege should carry a great deal of weight with any-one with-out a closed mind. Nice read.",{},"Mar 21, 2013",scaleworker,No
353,10030963,source2_10030963_73,522161_0,it is long past the time for the government to cut back on these perks to the chosen. If we are to survive wages for the public sector should be frozen for five years and a no hiring policy should be in place for five years. by that time maybe civil servants will be up to working 80% efficient. anything less and we are screwed.,{},"Mar 21, 2013",wally reaume,No
354,10030963,source2_10030963_74,318307_0,The (union) copy editor doesn't know the difference between &quot;lightening rod&quot; and &quot;lightning rod&quot;? We're supposed to pay for the Globe and accept sloppiness?,{},"Mar 21, 2013",Ojibway14,Yes
355,10030963,source2_10030963_74_0,318307_0,don't let it spoil your day :-),{},"Mar 21, 2013",Mike McFae,No
356,10030963,source2_10030963_74_1,318307_0, Likely has more to do with lack of revenue and an over worked editor,{},"Mar 21, 2013",foley12,No
357,10030963,source2_10030963_75,171904_0,"It's bash the workers time again. Funny, the period over which this became a &quot;problem&quot; coincides exactly with the three decades in which the executive and financial classes have hogged just about all the fruits increased worker productivity to themselves at the expense of the very workers who made it possible. Their reduced real income has cost the government tax receipts at the same time as the wealthy have been benefitted from lower tax rates. THIS is what will sink our grandchildren, not some imagined grievance against government employees.",{},"Mar 22, 2013",KPNY,Yes
358,10030963,source2_10030963_75_0,171904_0,"I think this article isn't about bashing workers, it's about workers who don't show up for work.",{},"Mar 26, 2013",mcmikex,No
359,10030963,source2_10030963_76,299017_0,"One of the things that a great many people forget is that many of the things undertaken by &quot;government&quot; have long time arcs. That is, from germ of an idea to full implementation, it may take 4, 5, or more years. When things take that long, continuity of staff is paramount, because you can't be constantly training up new people or bringing them up to speed on what has happened so far and why. I'll grant you that is not true of *all* PS jobs, but it is true of many. As such, the incentives to remain in place, as opposed to jumping ship for careers elsewhere, are not just perks, they are levers for getting the job done.That said, public servants often operate within a &quot;hurry up and wait&quot; environment. Word comes from above that something is absolutely, terribly urgent, so you work on it, but then have to wait months on end for the many layers of approval and &quot;accountability&quot; to work their magic before being able to take next steps. Within that environment, there can be many occasions where one is prompted to ask oneself &quot;Does it REALLY matter if I'm there today? Maybe it's better if I stay home today and show up in better form tomorrow.&quot;.Finally, I don't think the sick day stats likely factor in all those times when people took sick days, but kept checking their work e-mail or voice-mail from home, just in case there was something that required their immediate attention.Incidentally, the new Workplace 2.0 standard, from Public Works, will have everyone working in smaller spaces, closer to each other, with minimal walls. The intent is to save on real estate costs, but you have to wonder what the impact on sick days will be when folks who ought to be home are seated 5 ft from each other and sneezing on each others' sandwiches.",{},"Mar 21, 2013",MPHammer,No
360,10030963,source2_10030963_77,889340_0,"Very simple solution.No pay for the first three days off.Now, is there anything else I can solve for you ?",{},"Mar 21, 2013",wjbc13,Yes
361,10030963,source2_10030963_77_0,889340_0,"You're incentivizing longer absenses. No thanks, Einstein.",{},"Mar 21, 2013",I do not like them Sam I Am,No
362,10030963,source2_10030963_77_1,889340_0," No he's not, he's putting a barrier up to filter out the easy scams.It's a good idea.Many short term plans (including EI if I'm not mistaken) have a waiting period before benefits kick in.",{},"Mar 21, 2013",MarkTilley,No
363,10030963,source2_10030963_77_2,889340_0," That means passing on the flu, etc. If you're truly sick, STAY HOME so the rest of us don't get it and pass it on to others.However, banking sick days because you are not sick is just plain stupid.",{},"Mar 21, 2013",Ailina,No
364,10030963,source2_10030963_78,885031_0,"&quot;The entitlements accumulated by public-sector workers are like barnacles encrusted on the ship of state. It's going to take a lot of time and effort to get rid of them. But if we don't, the ship will sink - and so will our grandchildren.&quot;And the Senate? Or the G8/G20 party? Or the $1 million dollar Car ride to India? or MacKay's fishing trips? Or taking care of SNC-Lavalin's Canadian Interests (Bribed, of course) in Libya, at $10,000 per hour for each fighter jet hour?All these wastes of taxpayer dollars, and the cost of using road-repairing Tarsands (Bitumen) to our cities? Went from $400 per tonne as bitumen, to $800 per tonne as oil material?)Sure! knock down the waste in the Public Service, but don't cut them down to Minimum Wage shmucks, like the rest of us, in other industries. Somebody qualified needs to run the Pirates Of The Canadian, in Ottawa.",{},"Mar 21, 2013",NormInWpg,Yes
365,10030963,source2_10030963_78_0,885031_0,One problem at a time please.Five wrongs don't make a right.,{},"Mar 21, 2013",joannie.w,No
366,10030963,source2_10030963_79,421603_0,"approximately 70%, of the PS staff are women, so not difficult to understand sick leave requirements....",{},"Mar 21, 2013",B212,No
367,10030963,source2_10030963_80,203668_0,"After 16 years with the federal government, I have banked 32 weeks of sick leave, meaning I have used about a week a year on average. When I retire, this usused leave with simply vanish, costing the government nothing. My observation has been that most retiring public servants work until their last day and do not use the sick leave to illegitimately &quot;move up&quot; their retirement date.As a public servant, I would gladly trade my ability to bank sick leave with the ability to have unused leave cashed out at the end of a year, like many of my friends in the private sector who work in similar jobs for similar pay. Perhaps Ms. Wente can tell us a bit more about how sick leave works in the private sector to help us understand what is so much worse with the public sector approach.",{},"Mar 21, 2013",JPM8,No
368,10030963,source2_10030963_81,280267_0,"I've oftentimes wondered why they call it the Public Service or Service Canada, when there is no service.Sadly, every dealing with government is frustrating and it takes a request to speak to a supervisor to get something done.Unfortunately, I've had to file a number of formal complaints but it is amazing how the system reacts once it is held to account.You could fire half the people in government and there would be little improvement in service.Hopefully this budget will be the start of change.",{},"Mar 21, 2013",Bob_C,Yes
369,10030963,source2_10030963_81_0,280267_0,"Nice anecdotes.I've always recieved excellent service from public service staff, whereas corporate staff continually lie, deliberately omit key information or keep you in call waiting hell for hours.In either case, the service you recieve often depends upon whether you treat people with appreciation and respect.Bob, try being less hostile, your anger is self-defeating.",{},"Mar 21, 2013",rightsfighter1,No
370,10030963,source2_10030963_82,116578_0,"Thirty years of we are entitled to our entitlements in the public sector is a tough nut to crack, but with the private sector shrinking in Canada, it must be done. Name any government in world thats create wealth, except perhaps China for now, but how far into the future.",{},"Mar 21, 2013",scaleworker,Yes
371,10030963,source2_10030963_82_0,116578_0,"Some government employees add value, but none create wealth. Bureaucrats get furious with this line, but therein lies the problem. Simple math dictates that 100% of public expenses are on the backs of private citizens who create wealth and we simply don't have enough of these private tax payers to support the government spending.",{},"Mar 21, 2013",phs,No
372,10030963,source2_10030963_82_1,116578_0, @phs: My thoughts exactly.,{},"Mar 21, 2013",scaleworker,No
373,10030963,source2_10030963_82_2,116578_0," phs,Every business uses government services at some point during the day, often continuously.Unless you are the sort that thinks public servants sit in the office filling in forms every day, you would realise that.Businesses need and use the infrastructure and assets provided by government, as do individual citizens.There are often individuals in a business who also provide no wealth - the comptroller, the receptionist, the network administrator, the HR staff or the corporate writer, but they all perform tasks essential to the operation of the company.Likewise, the government provides basic services and infrastructure on which we all depend at work and privately.",{},"Mar 21, 2013",john2012,No
374,10030963,source2_10030963_82_3,116578_0," john2012.....You miss the point phs is making. When we had 9 private sector workers contributing to the pot in which only one public sector employee draws his wages, that is sustainable. 9 people can afford the taxes required to support one public employee. But when you have 7 people drawing from that same pot in which those 9 are contributing, it is no longer sustainable. While those 9 people could afford one pay cheque, they NOT afford to pay 7 peolple. Canada has one of the highest taxpayer to public employee ratios in the world. We can NOT afford it.",{},"Mar 21, 2013",foley12,No
375,10030963,source2_10030963_82_4,116578_0," That was not phs' contention at all. He was stating &quot;ome government employees add value, but none create wealth.... 100% of public expenses are on the backs of private citizens who create wealth&quot;Your argument suggests there has been a massive increase in the number of public sector workers producing these services which is also not correct.",{},"Mar 21, 2013",john2012,No
376,10030963,source2_10030963_82_5,116578_0," This is such a ridiculous comment. Governments do not create &quot;wealth,&quot; as in dollars, but they certainly create value. Indeed, considering that government workers are responsible for maintaining the very essentials of our society - without which the private sector cannot create any &quot;wealth&quot; - it's hard to see who could possibly create more value, whether economic or otherwise, than they do.But of course, if you just want to think like a myopic accountant, then sure, government workers are just a drain on the system.",{},"Mar 21, 2013",John Yossarian,No
377,10030963,source2_10030963_82_6,116578_0," phs: That is a remarkably self-contradictory statement. By definition, if you add value, you create wealth in the exact amount of the value added.The issue of whether or not a particular worker creates wealth or not depends on the work they do, rather than the employer they do it for.As a few examples, you cannot consistently maintain that a private school teacher creates wealth but a public school teacher does not, or that scientific research funded by the private sector creates wealth but the same research funded by government does not, or that a privately paid security guard creates wealth but a publicly paid policeman does not, or that a privately paid defence lawyer creates wealth but a publicly paid prosecutor does not.A worker, any worker, creates wealth to the exact extent that the value of their output exceeds its cost.",{},"Mar 21, 2013",Western woods,No
378,10030963,source2_10030963_82_7,116578_0, true that SCALEWORKER....!!When a community's biggest employer is a hospital..or a govt office...it's hard to get the message out.Atlantic Canada has bills to pay and families to feed.......Still......ALL public sector employees are financially better off than the bulk of the folks that send the taxes in to pay them.Lots don't have a pension plan..health benifits...paid holidaysTheir work ethic goes like this.....you don't kill something....you don't eat.......if you are outta work...get some work....if your sick or disabled.....get to enjoy rice and macaroni,{},"Mar 21, 2013",redrider,No
379,10030963,source2_10030963_83,929231_0,"The one point that everyone misses on these articles is the fact that in the federal system, long term disability kicks in at a later date than most plans. Thus people that take 15 days off for a minor medical procedure take it all as sick leave and not a combination of sick and Long Term Disability. If your LTD kicks in at 5 dats then number of &quot;sick days&quot; for a 15 day absence is only five days. This significantly increases the average number of days that a person is sick.",{},"Mar 21, 2013",OttawaView,Yes
380,10030963,source2_10030963_83_0,929231_0,Problem is most workers don't have a pension or healthcare benefits let alone short and long term disability plans.,{},"Mar 22, 2013",joannie.w,No
381,10030963,source2_10030963_83_1,929231_0," So, joannie, one would presume the solution to that would be to find ways to have employees fund proper pension and benefit plans?Or are you the type that believe that, since 12% of Canadians are illiterate, we should eliminate reading programs in schools?",{},"Mar 22, 2013",john2012,No
382,10030963,source2_10030963_84,511856_0,"&quot;Any union worth its dues will fight for its workers' right to exploit the system.&quot;And any employer worth its profits will fight for its right to exploit its workers. One sweeping generalization deserves another. And all sweeping generalizations are wrong.There's a whole lot lost in this simplistic discussion of averages....1) How much does the Public Service average get skewed by long-service employees who get serious chronic illness (e.g., cancer)? Is it your view that we should just sack these layabouts -- bump them onto long-term disability and EI, for example, on the assumption that they'll never get better and come back to work? Gosh, that'll give them hope to hold onto.2) How much does the private sector average get skewed by people in precarious employment situations, who are paid by the hour with limited to no benefits, and who essentially lose a day of pay if they're sick? How much does the private sector lose every year in productivity -- theirs, and the colleagues they infect -- from people who go to work with the flu or something like it?Where private sector employees have a similar level of entitlements (or even a moderate level), what is the usage rate? What do you get when you compare apples to apples, rather than comparing career public servants with part-time wait staff?I will admit freely: there have been weeks where I've been sick, toughed it out, gone to work and only taken the sick day or two towards the end of the week, once I felt I had delivered on necessary files. Guess I inadvertantly skewed Professor Graham's stats, there.&quot;Governments have allowed the unions to sabotage effective administration, and the results are all around us.&quot;Another sweeping generalization. Insert any other group there, and it would be hate speech that would get flagged and banned by your moderators. And it's an outright lie -- people have been disciplined, people have been removed. The biggest barrier to managing the Public Service like a business is structural: you can't switch your product lines in response to the market, because a Cabinet decision to start a program or initiative can only be overridden by another Cabinet decision to stop it.And &quot;banked leave&quot; is not an actual liability -- it's a contingent liability, one that only comes to pass if every Public Servant falls ill simultaneously, to the maximum of their accumulated sick days. The odds of it ever happening are pretty much nonexistant. But it's much simpler to do the lazy journalism of using it as a scare number, isn't it.",{},"Mar 21, 2013",MMackinnon,Yes
383,10030963,source2_10030963_84_0,511856_0,"The issue of banked leave is when they are allowed to take it as either a payment or time off at retirement. In those cases it's not contingent, it's a certainty for whatever percentage of people typically reach retirement in-service.",{},"Mar 21, 2013",I do not like them Sam I Am,No
384,10030963,source2_10030963_84_1,511856_0, &quot;The issue of banked leave is when they are allowed to take it as either a payment or time off at retirement.&quot;...Which isn't the case in the federal public service.,{},"Mar 21, 2013",MMackinnon,No
385,10030963,source2_10030963_84_2,511856_0," banking sick time is an incentive to working when sick...a terrible idea, and not in the spirit of the benefit!",{},"Mar 21, 2013",Brian Esss,No
386,10030963,source2_10030963_84_3,511856_0," It is interesting that the article accomplishes the feat of criticizing public servants for NOT using up their sick leave AND using it. And, as noted, the banked sick leave disappears when an employee retires or leaves the federal public service.",{},"Mar 21, 2013",w_smith,No
387,10030963,source2_10030963_84_4,511856_0," &quot;banking sick time is an incentive to working when sick&quot;I'll bite: how? Paying out banked sick time, sure, but just banking it? By contrast, not having sick time is a certain incentive to work when sick.",{},"Mar 21, 2013",MMackinnon,No
388,10030963,source2_10030963_84_5,511856_0," banking sick timeYou're both barking up the wrong tree.The point is that excessive sick time entitlement leads to excessive sick time usage. It may be contingent, but the probability is high enough.",{},"Mar 21, 2013",MarkTilley,No
389,10030963,source2_10030963_84_6,511856_0, &quot;And all sweeping generalizations are wrong.&quot;Except that one of course!,{},"Mar 21, 2013",MarkTilley,No
390,10030963,source2_10030963_84_7,511856_0," &quot;Governments have allowed the unions to sabotage effective administration, and the results are all around us.&quot;You're right about this being incorrect. The fault lies with the electorate.&quot;We have met the enemy, and he is us.&quot;",{},"Mar 21, 2013",MarkTilley,No
391,10030963,source2_10030963_84_8,511856_0," Hi Mark: although, to build on your point, it's a question as to what constitutes &quot;excessive&quot; -- clearly, having none is too little. And as I suggest above, if you correct for the extreme end (people with chronic illnesses and a lot of service), the Public Service average may not be as excessive as people think....That, and I'm glad you caught my sweeping generalization point...it's kind of a zen koan. Remarkable that someone gave you a thumbs down for commenting on it....",{},"Mar 21, 2013",MMackinnon,No
392,10030963,source2_10030963_84_9,511856_0," &quot;How much does the Public Service average get skewed by long-service employees who get serious chronic illness (e.g., cancer)? Is it your view that we should just sack these layabouts -- bump them onto long-term disability and EI, for example, on the assumption that they'll never get better and come back to work? Gosh, that'll give them hope to hold onto.&quot;This is such a stupid argument. If a new employee who doesn't have banked sick days get cancer, should they be fired? Sick days are for short term illnesses. Serious illnesses should be handled by appropriate short or long term disability plans. It makes no sense to let everyone bank hundreds of sick days to cover a situation that will only affect a few.",{},"Mar 21, 2013",lcreilly,No
393,10030963,source2_10030963_84_10,511856_0," &quot;Sick days are for short term illnesses. Serious illnesses should be handled by appropriate short or long term disability plans.&quot;...I'll set aside your &quot;stupid argument&quot; comment and set aside the fact that you're missing one of my points there (i.e., that the 18 days a year scare number being used in the original collumn doesn't reflect the typical usage)....Ok, so negotiate that. Put a cap on the total number bankable in the collective agreements. Either way, it doesn't reflect a real liability that will bust the fiscal framework (which is Wente's argument)....And BTW, statistically, it is the older workers with more years in who are more likely to get major chronic diseases -- sure, it's not unheard of for newer employees, but your policy should reflect the majority while having flexibility to accommodate the rarre cases....",{},"Mar 21, 2013",MMackinnon,No
394,10030963,source2_10030963_84_11,511856_0," Yes, the 18 days a year number is a &quot;scare&quot; number that doesn't reflect typical usage. That makes a lot of sense. If 96% of federal employees took the private sector average of 9 sick days a year, that means the remaining 4% could take the *entire* year off to bring the average to 18 days a year. Does 4% of the federal government have chronic illnesses that require the whole year off?",{},"Mar 21, 2013",lcreilly,No
395,10030963,source2_10030963_84_12,511856_0," Hi lcreilly: I don't know about a year, but I have heard of individual cases of six months. Even if that brings the typical use to 10-12 days (and I don't know this per se, just a possible guesstimate), it wouldn't be that wildly out of line of the average for those with benefits in the private sector....But then, Ms. Wente couldn't use it to power her recurrent &quot;Oooh! Unions!&quot; rhetoric....",{},"Mar 21, 2013",MMackinnon,No
396,10030963,source2_10030963_84_13,511856_0, Noticed your various response times throughout the day...wish I could get paid to comment on Globe stories instead of working,{},"Mar 21, 2013",Commented,No
397,10030963,source2_10030963_84_14,511856_0, long term illness or injury is covered by Workers Comp....and EI....if the company has no group plan...This arguement about cancer...or some such long term situation....is not valid in the 'sick day's banking ' situation.....as the sick days are for shot term illness...'nuff saidnowadays....'sick benifits' ...especially banking sick days..are used with nothing whatsoever to do with 'sick days'....and it seems only the public sector seems to afford it.....NO MORE !!!,{},"Mar 21, 2013",redrider,No
398,10030963,source2_10030963_85,490712_0,"Lets talk about the problems that Greece, Italy, Spain, France, Detriot are dealing with, and make sure we are not heading down the same road.We have an aging PS, many will retire at 55 and live to 90, if this problem is bankrupting other governments what makes us immune?I live in Ottawa and see it every day, the people of this city do not live in reality.",{},"Mar 21, 2013",Broke in Ottawa,Yes
399,10030963,source2_10030963_85_0,490712_0,The Ottawa group is a privileged class.,{},"Mar 21, 2013",ManCityFC,No
400,10030963,source2_10030963_85_1,490712_0," Actually, more will never retire at 55. Actually, more 60-year-old public servants are working till their 65+ because there aren't enough younger employees to fill their jobs.Only a very few are retiring at 55 anymore.",{},"Mar 21, 2013",wjserson,No
401,10030963,source2_10030963_85_2,490712_0, The retirement age for full pension in the federal public service was raised to 65 in last years budget.,{},"Mar 21, 2013",joannie.w,No
402,10030963,source2_10030963_85_3,490712_0," heres how we put the brakes on this BROKE IN OTTAWASupposed , retired folks.....at 55-65...who are still healthy and viral enough to take on a job for 5 days a week..( cuz they need the money...Boredom doesn't get you out of bed at 530 to walk your dog...so you can go to work)..could hold the price of employment back to reality...Retirees have a pension...not a good one maybe...and maybe all they have is CPP /Supplement...maybe a disabilty from DVA or somethingTHese folks are slugging it out on about 1400 a monthThese guys would gladly take six thousand a month.....but ...they could easily take a lot lessand do a good job...be punctual...good communications...honest and straight forward....no substance abuse issues..clean criminal record so bondible(lower insurance rates) Minimum wage is lousy ...if that's all you got......minimum wage is a start...especially when you already have $1400 a month to start withBTW....George Chuvalo is over seventy two yrs of age...and speaks clearly and intelligently to kids...or parent groups....or organizations.Listen to his story.Not everyone has a 'public sector life'",{},"Mar 21, 2013",redrider,No
403,10030963,source2_10030963_86,096083_0,I am touched by the concern expressed by the public sector unions.....when they claim that they are only concerned about the workplace and it's production....when discussing 'sick days'If one is so concerned.....as that they don't wish to further weaken the workplace by coming to work while sick...and spreading their illness....then that is good for the workplaceHow does the workplace improve when accumulated sick days are misused to extend stat holidays..long weekends....take a monday and friday....because their 'sick days' wern't used to 'protect the workplace'I call BS......especially on a bloated....overpriced and unproductive public sector union arrangement,{},"Mar 21, 2013",redrider,No
404,10030963,source2_10030963_87,426924_0,"First order of business ought to be to scrap their pension plans. and let them cobble together what the other 90% are forced to do. Then axe the family day comedy entirelyalong with any and all benefits that exceed the private sector reality. The truth is if the conditions are so inherently bad there's always the option to work elsewhere as no one is holding a gun to their head nod forcing them to stay. I'm sorry,there might well be hard working public servants but in general it's a sea of slackers and whiners. where many might well be employed but far too few actually work.",{},"Mar 21, 2013",DANDON,Yes
405,10030963,source2_10030963_87_0,426924_0,"Sure, as you point out, the way that the rest of Canadians have to try to save for their retirement is expensive, difficult and insecure.So, clearly, the best solution would to make the public servants and all others with DB plans suffer like everyone else!Or, just maybe, we should see why it is that these people ARE able to retire with a secure retirement income and try to build that model so ALL Canadians can have the same opportunity.Perhaps it would be better to have everyone pay into a pension plan every week without exception, have the employer take away a portion of the compensation and pay that directly into the pension plan (the employer contribution) and pay in some more from the taxable income.Doing away with pension plans is the opposite of what is needed. If you believe (and if data were to support the idea) that PS compensation is too high, then cut the base salary but the LAST thing to cut would be the pensions. Saving for retirement is the best thing and should be mandatory for ALL Canadians, preferably into a plan that costs 0.5% per year to operate versus 2.5% for most retail retirement savings options.",{},"Mar 21, 2013",john2012,No
406,10030963,source2_10030963_87_1,426924_0," Until we provide like pensions, benefits, healthcare and working conditions for all, DANDON is right.",{},"Mar 21, 2013",joannie.w,No
407,10030963,source2_10030963_87_2,426924_0," ...Oh, and the federal public service doesn't get family day. Those with families have to burn a vacation day to look after their kids because the provincially-run schools are closed.",{},"Mar 21, 2013",MMackinnon,No
408,10030963,source2_10030963_87_3,426924_0," So, joannie, if these benefits and pesnions are so good, why are you advocating for their elimination rather than fighting for these benefits for yourself.We all know why - you don`t want to pay for them as we do, from weekly payroll deductions. As you haves stated, you want a guaranteed pension for everyone (i.e. yourself) paid from general tax revenues and business tax. There is only one DB plan you approve of - CPP, which you happen to pay into.How unselfish of you!",{},"Mar 21, 2013",john2012,No
409,10030963,source2_10030963_88,149603_0,"I feel ambivalently about Wente's column. On one hand, I've seen plenty of slackers in government union shops. However, I also see a lot of dedicated workers who bring their best to the workplace every day. A lot of the absenteeism can certainly be ascribed to the slackers. However, there is a distinct lack of morale in many government offices because they are often seen as the easy pickings for their cash strapped employers, even though the same employers are willing to spend obscene amounts of money on their pet projects (F35 jet fighters, gas generating plant closures, wind energy subsidies, etc.). Also, the politicians themselves have by far the richest gold-plated pension plans in the world, far surpassing anything the public service has. Granted, the defined benefit pension plan is probably dead. The unfunded liabilities ensuing from such plans have effectively bankrupted a few municipalities in the US. Nonetheless, perhaps the politicians themselves could take a leadership role with regard to their own perks and maybe they can look at ways to reduce the waste that their little politcal pet projects represent.",{},"Mar 21, 2013",AllenJ C650A7DFD424F9FEE9446956B365AB96B55F81D545114AECF4451BA1EF8F9F63,Yes
410,10030963,source2_10030963_88_0,149603_0,"&quot;Granted, the defined benefit pension plan is probably dead.&quot;So what do you put into place to replace it, in particular when the workers in question make decisions every day that affect the market? If their retirement earnings are dependent on the market, how much will that skew their decisions?",{},"Mar 21, 2013",MMackinnon,No
411,10030963,source2_10030963_88_1,149603_0," @MMackinnon: the pension payout is dependent on investment performance (&quot;the market&quot;) either way. If a DB plan doesn't earn enough in the market to pay its members, then they will either contribute more or reduce benefits. Ontario Teachers has been going through this situation for the past few years, and they finally solved their &quot;market&quot; problem by de-indexing benefits.",{},"Mar 21, 2013",Super Mittens,No
412,10030963,source2_10030963_88_2,149603_0, One thing that doesn't seem to have been noted concerns the issue of stress. it might seem that a public servant should have a totally stress free job. The reality is quite different:- Public servants are often assigned responsibilities without the authority needed to do their jobs.- there is a host of rules that must be followed even under circumstances where they make no sense;- politicians will blame the PS for executing decisions ordered by the politicians;- the existence of often totally unrealistic expectations on the part of managers and politicians.,{},"Mar 21, 2013",w_smith,No
413,10030963,source2_10030963_88_3,149603_0," Umm...no. Other than for teachers (whose decisions don't influence the market), public service defined benefit pension plans are dependent on the taxpayer.",{},"Mar 21, 2013",MMackinnon,No
414,10030963,source2_10030963_88_4,149603_0," MqcKinnon, with the exception of the federal plan, there is no contributions to the pension plans and no top-up or guarantees other than employee payroll deductions. The federal exception is due to the $29 billion that the feds withdrew from the fund in 1999.",{},"Mar 21, 2013",john2012,No
415,10030963,source2_10030963_88_5,149603_0,"&quot;But they do, you just don't see it until 20 years later.How much of the problems in today's society are due to a lack of critical thinking skills? There's no reason not to start teaching these at the elementary school level.",{},"Mar 21, 2013",MarkTilley,No
416,10030963,source2_10030963_88_6,149603_0," w_smith makes some good points. Many public service departments are meat grinders designed to wear down the best employees due to layers of policies, management, responsibilty with no authority, etc.The only thing really going for them are the benefits.",{},"Mar 21, 2013",jafo72,No
417,10030963,source2_10030963_88_7,149603_0," People keep mentioning the stress that public sector workers are under. People in the private sector are under much more stress, because in addition to everything affecting public sector workers, private sector workers are also constantly judged on their performance, and they're laid off if their performance slips. Yet somehow we not only cope but thrive.",{},"Mar 21, 2013",CanWorms,No
418,10030963,source2_10030963_88_8,149603_0," Governments have not fixed the public sector pension deficits, they've merely increased funding contribution rates to cover the billions upon billions of dollars in funding shortfalls.Meanwhile we all pay for it through debt, delisted healthcare services, and infrastructure deficits.",{},"Mar 21, 2013",joannie.w,No
419,10030963,source2_10030963_88_9,149603_0, Hi joannie: the federal government used to have a separate public sector pension fund (at least for accounting purposes) -- it scooped the multi-billion surplus in it to pay down the debt in the 1990s.,{},"Mar 21, 2013",MMackinnon,No
420,10030963,source2_10030963_88_10,149603_0," And a couple of side responses: john, I was assuming this was talking about the federal public service, since that was the focus of the article. I thought that in law, at least, governments face the same contribution requirements as other employers.Mark, snappy point about teachers influencing market conditions...but they certainly don't do so in the same way as officials in Finance or Industry Canada (and not, typically, in a way that affects the teacher's pension fund). We've already had a DG in Finance canned for making undisclosed investments; if we take away the DB pensions, how many more will we have?",{},"Mar 21, 2013",MMackinnon,No
421,10030963,source2_10030963_88_11,149603_0," Makinnon, the funding for PS pension plans is not the same as for private sector plans. For one, public plans are not guaranteed by any level of government as private sector plans are in Ontario.Most Ontario plans specifically state that the only money that can be paid into the pension are payroll deduction.The federal plan is different as they made accommodations so they could take that 29 billion from the plan to pay down federal debt.",{},"Mar 21, 2013",john2012,No
422,10030963,source2_10030963_88_12,149603_0," At present....many a municpal, provincial..and of course, Federal pension fund is financially unsustainable.CHeck it out.Due to greed of public sector unions..and lack of 'lead in the pencil' of our elected officials.....Tax payers have been stick handled into paying public sector much more than they are worth....and cannot stop the leakage in the ship of state to correct this....unless re negotiation is on the table.Massive shifts to contracting out many services is one obvious option",{},"Mar 21, 2013",redrider,No
