,article_id,comment_counter,comment_id,text,reactions,post_time,author,replies,text_preprocessed
689,14570359,source2_14570359_21,758968_0,"Sorry Maggie, anyone out here who listens to CBC knows David Gilmour. Interesting personality who is always a pleasure to listen to.",{},"Sep 28, 2013",Oceanbuoy,No,"Sorry Maggie, anyone out here who listens to CBC knows David Gilmour. Interesting personality who is always a pleasure to listen to."
690,14570359,source2_14570359_22,126715_0,"Like shooting a sitting duck. Bravo, Ms. Wente.",{},"Sep 28, 2013",Rick Taves1,Yes,"Like shooting a sitting duck. Bravo, Ms. Wente."
691,14570359,source2_14570359_22_0,126715_0,Not really. Any course that focused on only one group of writers without saying it was doing so would be a problem.,{},"Sep 28, 2013",coyoteblue,No,Not really. Any course that focused on only one group of writers without saying it was doing so would be a problem.
692,14570359,source2_14570359_22_1,126715_0," Isn't making a clean breast of his bias exactly what Gilmour is being pilloried for? Presumably he provides course reading lists. I always looked at the reading lists to see what the prof's personal interests were, and avoided any prof who had no personal interests like the plague, knowing they would be a boring waste of time.",{},"Sep 28, 2013",TISHDISTURBR,No,"Isn't making a clean breast of his bias exactly what Gilmour is being pilloried for? Presumably he provides course reading lists. I always looked at the reading lists to see what the prof's personal interests were, and avoided any prof who had no personal interests like the plague, knowing they would be a boring waste of time."
693,14570359,source2_14570359_22_2,126715_0," She goes for the easy stuff, true.",{},"Sep 29, 2013",Twiglets,No,"She goes for the easy stuff, true."
694,14570359,source2_14570359_23,878846_0,Strange concept: that one should teach what one truly understands and is comfortable with. If only those mathematically-challenged humanities grads that pass through oiur treacher's colleges had the same option. Pity them. Pity their pupils.,{},"Sep 28, 2013",Taraxacum,No,Strange concept: that one should teach what one truly understands and is comfortable with. If only those mathematically-challenged humanities grads that pass through oi ur treacher's colleges had the same option. Pity them. Pity their pupils.
695,14570359,source2_14570359_24,101278_0,"Knowing nothing about Gilmour, I read his Walrus piece 'My life with Tolstoy', where he intertwines romantic episodes from 'War and Peace' into his own love life across several relationships, sometimes very sensuously.Maybe the girls in his class like these romantic episodes? Apparently they outnumber the boys at Victoria College 4 to 1.I understand Tolstoi, perhaps jealously, resisted Beethoven's 'Ode to Joy' -- would Gilmour not want say Heather O'Neill's 'Lullaby for Little Criminals' on the same grounds - of say professional jealousy?",{},"Sep 28, 2013",Norman Bethune,No,"Knowing nothing about Gilmour, I read his Walrus piece 'My life with Tolstoy', where he intertwines romantic episodes from 'War and Peace' into his own love life across several relationships, sometimes very sensuously. Maybe the girls in his class like these romantic episodes? Apparently they outnumber the boys at Victoria College 4 to 1.I understand Tolstoi, perhaps jealously, resisted Beethoven's 'Ode to Joy' -- would Gilmour not want say Heather O'Neill's 'Lullaby for Little Criminals' on the same grounds - of say professional jealousy?"
696,14570359,source2_14570359_25,740559_0,"Seriously? This was as ridiculous a read as the posts I have been reading about Mr. Gilmour. You miss the point, Ms. Wente, or Maggie or whatever you wish to be called. A world of manufactured oppression? Really? Did you not want to think about that for a second or two more before sending it off to your editor? Are we living in the same world? What I see every day is women still struggling to be valued, not just in the home where many are still slaves to the family, but in the real world where one's greatness is never appreciated as much as a man's. I am no feminist and in fact oppose radical feminism because of its exclusive and condemning nature, but honestly Margaret, Gilmour was teaching a general course in literature, not Literature for Every Man. He has an obligation to offer a thorough survey of great literature, not just those written by the hetero-sagging-testicled man.And to those assaulting courses in Women's Studies, Indigenous writing, Caribbean writing, etc. etc. etc. If there is an interest in studying a particular culture, why would these not be important. Are we going to start arguing that Anthropology is a ridiculous focus of study?",{},"Sep 28, 2013",supershack,Yes,"Seriously? This was as ridiculous a read as the posts I have been reading about Mr. Gilmour. You miss the point, Ms. Wente, or Maggie or whatever you wish to be called. A world of manufactured oppression? Really? Did you not want to think about that for a second or two more before sending it off to your editor? Are we living in the same world? What I see every day is women still struggling to be valued, not just in the home where many are still slaves to the family, but in the real world where one's greatness is never appreciated as much as a man's. I am no feminist and in fact oppose radical feminism because of its exclusive and condemning nature, but honestly Margaret, Gilmour was teaching a general course in literature, not Literature for Every Man. He has an obligation to offer a thorough survey of great literature, not just those written by the hetero-sagging-testicled man. And to those assaulting courses in Women's Studies, Indigenous writing, Caribbean writing, etc. etc. etc. If there is an interest in studying a particular culture, why would these not be important. Are we going to start arguing that Anthropology is a ridiculous focus of study?"
697,14570359,source2_14570359_25_0,740559_0,"&quot;What I see every day is women still struggling to be valued, not just in the home where many are still slaves to the family, but in the real world where one's greatness is never appreciated as much as a man's&quot;-----------------------------------Men make up the majority of the homeless. Men are more likely to commit suicide. Men are more likely to be the vicitims of violent deaths in all demographics. More men die or are maimed in workplace related accidents by about a 95-1 ratio. Men are much more likely to drop out of high school, and most post-secondary programs are female-dominated. Men live on average 7 years less than women.Sorry - what was it you were saying again?",{},"Sep 29, 2013",GuaranteedEtern,No,"""What I see every day is women still struggling to be valued, not just in the home where many are still slaves to the family, but in the real world where one's greatness is never appreciated as much as a man's""-----------------------------------Men make up the majority of the homeless. Men are more likely to commit suicide. Men are more likely to be the vic it ims of violent deaths in all demographics. More men die or are maimed in workplace related accidents by about a 95-1 ratio. Men are much more likely to drop out of high school, and most post-secondary programs are female-dominated. Men live on average 7 years less than women. Sorry - what was it you were saying again?"
698,14570359,source2_14570359_26,845495_0,"Yes, yes and yes! A column by Wente that I can totally and wholeheartedly agree with!Toronto's feminist/ Politically Correct fascists are foaming at the mouth once more... about something that should barely have made a back-page headline. Gilmore explained that he prefers to teach that which he is passionate about... and he prefers the testosterone-laden world of heterosexual authors for the most part (he likes Virginia Woolf but thinks she is too complex for students until third year). That is his right. Just like the average modern FemLit undergrad prefers to read women authors, if not exactly ChickLit. But heaven forbid that someone DARE to say they prefer heterosexual male authors. As a gay man, should I now have a hissyfit because Gilmore doesn't teach Edmund White?Hardly.If a student doesn't want to take his course, or prefers to study other authors, as Wente succinctly points out, there are LOADS of other possibilities on campus; so why are these women up in arms? Can't their supposedly advanced brains withstand an opposing opinion without going nuclear on us? How pathetic.Ms Wente... you tell'em! Coming from a woman maybe they will at least LISTEN before throwing you off the nearest bridge for blasphemy.",{},"Sep 28, 2013",grumpywolverine,No,"Yes, yes and yes! A column by Wente that I can totally and wholeheartedly agree with! Toronto's feminist/ Politically Correct fascists are foaming at the mouth once more... about something that should barely have made a back-page headline. Gilmore explained that he prefers to teach that which he is passionate about... and he prefers the testosterone-laden world of heterosexual authors for the most part (he likes Virginia Woolf but thinks she is too complex for students until third year). That is his right. Just like the average modern Fem Lit undergrad prefers to read women authors, if not exactly ChickLit. But heaven forbid that someone DARE to say they prefer heterosexual male authors. As a gay man, should I now have a hissy fit because Gilmore doesn't teach Edmund White? Hardly.If a student doesn't want to take his course, or prefers to study other authors, as Wente succinctly points out, there are LOADS of other possibilities on campus; so why are these women up in arms? Can't their supposedly advanced brains withstand an opposing opinion without going nuclear on us? How pathetic. Ms Wente... you tell'em! Coming from a woman maybe they will at least LISTEN before throwing you off the nearest bridge for blasphemy."
699,14570359,source2_14570359_27,753081_0,Mr Gilmour was only trying to add a little diversity to the otherwise blandly orthodox social and academic climate at U of T.,{},"Sep 28, 2013",Tractor Driver,Yes,Mr Gilmour was only trying to add a little diversity to the otherwise blandly orthodox social and academic climate at U of T.
700,14570359,source2_14570359_27_0,753081_0,"His lineup didn't sound very diverse to me. Quite pedestrian, rather.",{},"Sep 29, 2013",Twiglets,No,"His lineup didn't sound very diverse to me. Quite pedestrian, rather."
701,14570359,source2_14570359_28,000877_0,Tempest in a teapot.The problem with most feminists is they don't want equality. They want special treatment.No problem with Women's Lit classes; but a male prof teaching the authors he likes is clearly a travesty of justice.And they no doubt would support my English 101 prof who intentionally taught no male authors because she was a man-hater. And that class isn't an elective.,{},"Sep 28, 2013",Zarny,No,Tempest in a teapot. The problem with most feminists is they don't want equality. They want special treatment. No problem with Women's Lit classes; but a male prof teaching the authors he likes is clearly a travesty of justice. And they no doubt would support my English 101 prof who intentionally taught no male authors because she was a man-hater. And that class isn't an elective.
702,14570359,source2_14570359_29,308110_0,"This anti-feminist shtick worked well for Norman Mailer and a hundred other lesser literary lights. With his name in contention for THE BIG PRIZE I can see why Gilmour gave it a whirl. Well, at least he hasn't stabbed anyone.",{},"Sep 28, 2013",Tseth,No,"This anti-feminist shtick worked well for Norman Mailer and a hundred other lesser literary lights. With his name in contention for THE BIG PRIZE I can see why Gilmour gave it a whirl. Well, at least he hasn't stabbed anyone."
703,14570359,source2_14570359_30,124090_0,"Remember when men when out to hunt for weeks or built railroads, worked coal mines deep underground or went to sea.....? It was simply not fair that they had all those great jobs.In industrialized societies the heavy lifting is done. It's time to hate men.You go girls. Have fun with it. Instant karma's gonna get you!",{},"Sep 29, 2013",Anthony R.,Yes,"Remember when men when out to hunt for weeks or built railroads, worked coal mines deep underground or went to sea.....? It was simply not fair that they had all those great jobs. In industrialized societies the heavy lifting is done. It's time to hate men. You go girls. Have fun with it. Instant karma's gonna get you!"
704,14570359,source2_14570359_30_0,124090_0,The feminist icon Anais Nin had a bisexual relationship with June &amp; Henry Miller (one of Gilmour's favotites).Perhaps Gilmour's use of Miller could be a metaphorical 'gateway drug' to feminism through the link to Nin?Why hate what sounds like a win-win for all including &amp; especially LGBTs!,{},"Sep 29, 2013",Norman Bethune,No,The feminist icon Anais Nin had a bisexual relationship with June & Henry Miller (one of Gilmour's favotites).Perhaps Gilmour's use of Miller could be a metaphorical 'gateway drug' to feminism through the link to Nin? Why hate what sounds like a win-win for all including & especially LGBTs!
705,14570359,source2_14570359_30_1,124090_0, Instant karma? Is that like Cup A Soup?,{},"Sep 30, 2013",Crystal Glass,No,Instant karma? Is that like Cup A Soup?
706,14570359,source2_14570359_31,734381_0,"Predictable. Wente gets into a bigger lather than the supposed &quot;feminists&quot; whose rage she represents to readers with one or two anonymous online commenters (if online commenters are now representative of anything, we have problem).In fact, most of the responses were humorous reactions to Gilmour's staggering egoism and arrogance and were were hilariously funny and witty, not angry and defensive. And who blew this up into a big story? The Toronto Sun. Yes, there's a PR machine at work.Of course there can be courses in 'guy' literature. But there remains a slight problem when a required course in 'Modern Literature' reflects only the professor's sexual peccadilloes, and arbitrarily and explicitly excludes all contributions from a particular gender or ethnicity. Required courses in Modern Philosophy, 20th century Economic theory, 20th century science don't get to omit significant contributions to the field just because the prof says their race or gender disqualifies them.",{},"Sep 28, 2013",PT41,Yes,"Predictable. Wente gets into a bigger lather than the supposed ""feminists"" whose rage she represents to readers with one or two anonymous online commenters (if online commenters are now representative of anything, we have problem).In fact, most of the responses were humorous reactions to Gilmour's staggering egoism and arrogance and were were hilariously funny and witty, not angry and defensive. And who blew this up into a big story? The Toronto Sun. Yes, there's a PR machine at work. Of course there can be courses in 'guy' literature. But there remains a slight problem when a required course in 'Modern Literature' reflects only the professor's sexual peccadilloes, and arbitrarily and explicitly excludes all contributions from a particular gender or ethnicity. Required courses in Modern Philosophy, 20th century Economic theory, 20th century science don't get to omit significant contributions to the field just because the prof says their race or gender disqualifies them."
707,14570359,source2_14570359_31_0,734381_0,"Gilmour isn't teaching a required course. He is teaching an elective.I don't know what remarks you were reading, but the majority of the ones I read were towers of self-righteous indignation. Gilmour didn't say women couldn't write, or that they didn't write well, he said that he liked male writers. So what if he does?",{},"Sep 28, 2013",Captain Obvious,No,"Gilmour isn't teaching a required course. He is teaching an elective. I don't know what remarks you were reading, but the majority of the ones I read were towers of self-righteous indignation. Gilmour didn't say women couldn't write, or that they didn't write well, he said that he liked male writers. So what if he does?"
708,14570359,source2_14570359_31_1,734381_0, Gilmour is no teacher. He's an entertainer.,{},"Sep 29, 2013",Victimitis,No,Gilmour is no teacher. He's an entertainer.
709,14570359,source2_14570359_32,972857_0,"I spent 4 years learning English lit( but I became a vocational teacher)... This was in the 70s...most of my profs were women...but there was not one course in women studies or woman lit...there was virgina Woolf but she was in a course called Literature between the Wars...american lit , taught by an american woman, did not have one woman writer because, frankly, there was no one who could compete with Faulkner and Hemingway and F Scott and Melville etc...yet no one ever said anything about our education being degraded by this lack of women...and it was an outstanding English Dept( we even had WH Auden for a semester)",{},"Sep 28, 2013",moccachino,Yes,"I spent 4 years learning English lit( but I became a vocational teacher)... This was in the 70s...most of my profs were women...but there was not one course in women studies or woman lit...there was virgina Woolf but she was in a course called Literature between the Wars...american lit , taught by an american woman, did not have one woman writer because, frankly, there was no one who could compete with Faulkner and Hemingway and F Scott and Melville etc...yet no one ever said anything about our education being degraded by this lack of women...and it was an outstanding English Dept( we even had WH Auden for a semester)"
710,14570359,source2_14570359_32_0,972857_0,"Keep in mind this is the same group of people who protest lecturers on men's issues, who don't like the term &quot;woman&quot; because it has man in it (so &quot;womyn&quot; it is for them), or who object to &quot;history&quot; because it's now time for &quot;herstory&quot;.I so wish I'd be making this up.",{},"Sep 28, 2013",Snowrunner,No,"Keep in mind this is the same group of people who protest lecturers on men's issues, who don't like the term ""woman"" because it has man in it (so ""womyn"" it is for them), or who object to ""history"" because it's now time for ""herstory"".I so wish I'd be making this up."
711,14570359,source2_14570359_33,809007_0,"'But if you're interested in Hemingway, good luck.'_________________________________________Ms. Wente, you miss point; it's not his 'interest in Hemingway' that has provoked the controversy. It's his blatant denigration of all authors who don't fit his narrow 'real men' view of the literary world.",{},"Sep 28, 2013",Anthony S,No,"'But if you're interested in Hemingway, good luck.'_________________________________________Ms. Wente, you miss point; it's not his 'interest in Hemingway' that has provoked the controversy. It's his blatant denigration of all authors who don't fit his narrow 'real men' view of the literary world."
712,14570359,source2_14570359_34,835577_0,"Sometimes I really like you, Ms. Wente.",{},"Sep 28, 2013",April Showers,No,"Sometimes I really like you, Ms. Wente."
713,14570359,source2_14570359_35,925321_0,Margaret Wente: seriously a reporter? haven't read anything of hers since....Why is the Globe keeping her on? Because the headlines grab people I suppose.I will cancel my online membership when the &quot;deal&quot; runs out.,{},"Sep 28, 2013",Tristram Shandy,No,"Margaret Wente: seriously a reporter? haven't read anything of hers since....Why is the Globe keeping her on? Because the headlines grab people I suppose. I will cancel my online membership when the ""deal"" runs out."
714,14570359,source2_14570359_36,051713_0,Bingo.,{},"Sep 28, 2013",CLBURKE1,No,Bingo.
715,14570359,source2_14570359_37,237732_0,It is time for our marginalized cohort to sign up in droves as part time U of T students and take back the classrooms from the totalitarian commissars of correctness.,{},"Sep 28, 2013",C. Parsons,No,It is time for our marginalized cohort to sign up in droves as part time U of T students and take back the classrooms from the totalitarian commissars of correctness.
716,14570359,source2_14570359_38,641165_0,"&quot;&quot;&quot;Let's hope the student protesters remembered those quaint notions about free speech.&quot;&quot;&quot;To the bitter, dogmatic, and narrow-minded left, &quot;free speech&quot; means &quot;possessing the unalienable right to say anything I agree with.&quot;",{},"Sep 28, 2013",David Gibson,Yes,"""""""Let's hope the student protesters remembered those quaint notions about free speech.""""""To the bitter, dogmatic, and narrow-minded left, ""free speech"" means ""possessing the unalienable right to say anything I agree with."""
717,14570359,source2_14570359_38_0,641165_0,Please don't equate those with the left. It's the same group that took a somewhat decent idea (equality for all) and then ran with it smashing everything in sight just because.,{},"Sep 28, 2013",Snowrunner,No,Please don't equate those with the left. It's the same group that took a somewhat decent idea (equality for all) and then ran with it smashing everything in sight just because.
718,14570359,source2_14570359_39,146614_0,"'Oh Captain, my Captain..'",{},"Sep 28, 2013",Jkoenig,No,"'Oh Captain, my Captain..'"
719,14570359,source2_14570359_40,142764_0,Shame on Gilmour. Every man ought to be sensitive enough to know that he can't say that he prefers books written by men. What was he thinking?,{},"Sep 28, 2013",Penage Guy,No,Shame on Gilmour. Every man ought to be sensitive enough to know that he can't say that he prefers books written by men. What was he thinking?
720,14570359,source2_14570359_41,222156_0,"Those reading at universities in the 18th century were seeking something unavailable in a university now. They were not seeking an &quot;education&quot;, so as to satisfy some, or other, exogenous qualification, approval, or find a job. In fact, universities then, were harbours for those who were seeking to penetrate the mysterious, hidden within the prosaic. They were seeking to understand rather than to know. They had questions not certainties.Nowadays universities have become like churches had become in the 16th and 17th centuries ... stale promulgators of the received. Of course the received is a contrivance. The content has been carefully edited. Omissions are intentional. Paragraphs are structured to emphasize one thing at the expense of the whole thing and excise counter factual qualifiers.The university became the place to seek understanding because unlike religion there was no received dogma. The church then was an instrument of the state. The church reinforced the ideology of the state. Of course in order to qualify for membership in the state heirarchy one had to have imbibed the 'dialectic' of the prevailing religious establishment -- one had to belong -- if one wanted to belong; and of course most people tend to want to belong. By the time most people did 'belong' the church no longer fulfilled its originating impulse. Sure everyone could repeat the dogma chapter and verse but enlightenment resided only in the shadows. The message became dilute. In fact those with mastery were expelled.As to understanding, which requires freedom to ask questions, questioning was forbidden. Dogma prevailed over transcendence.Those with 'real' questions had to seek understanding elsewhere. Enlightenment had been privatized. One is more likely to find enlightenment without a church than with one.Much of the same can be understood to have happened within universities. The promise of enlightenment therein has become a lie. Rather than enlightenment ... universities fail to deliver it. Like churches during the ages of their genesis, when they may have refused entrance to 'swine', for fear of diluting their essence to the point of nonsense -- which ultimately happened -- universities no longer aid, or seek to aid, those now warming up the seats in those hallowed halls, to develop their faculties. Professors preach a received brand of dogma and only hand out credentials to the dogmatic.Not so much in the hard sciences, like medicine, engineering, and science, you may think, but bifurcation is not absolute. Quotas and rationing, and allowing for gender and race accommodation, are where the peculiar dogmas of the social sciences tend to do the most damage. There are few people who do not know of someone who has not been accepted in the disipline of their choice because of 'quotas'...Granted, those who are driven by some inner impulse to seek knowledge, understanding, and enlightenment, may seem to be few but the question is; why are they so few?",{},"Sep 30, 2013",Werpor,Yes,"Those reading at universities in the 18th century were seeking something unavailable in a university now. They were not seeking an ""education"", so as to satisfy some, or other, exogenous qualification, approval, or find a job. In fact, universities then, were harbours for those who were seeking to penetrate the mysterious, hidden within the prosaic. They were seeking to understand rather than to know. They had questions not certainties. Nowadays universities have become like churches had become in the 16th and 17th centuries ... stale promulgators of the received. Of course the received is a contrivance. The content has been carefully edited. Omissions are intentional. Paragraphs are structured to emphasize one thing at the expense of the whole thing and excise counter factual qualifiers. The university became the place to seek understanding because unlike religion there was no received dogma. The church then was an instrument of the state. The church reinforced the ideology of the state. Of course in order to qualify for membership in the state heirarchy one had to have imbibed the 'dialectic' of the prevailing religious establishment -- one had to belong -- if one wanted to belong; and of course most people tend to want to belong. By the time most people did 'belong' the church no longer fulfilled its originating impulse. Sure everyone could repeat the dogma chapter and verse but enlightenment resided only in the shadows. The message became dilute. In fact those with mastery were expelled. As to understanding, which requires freedom to ask questions, questioning was forbidden. Dogma prevailed over transcendence. Those with 'real' questions had to seek understanding elsewhere. Enlightenment had been privatized. One is more likely to find enlightenment without a church than with one. Much of the same can be understood to have happened within universities. The promise of enlightenment therein has become a lie. Rather than enlightenment ... universities fail to deliver it. Like churches during the ages of their genesis, when they may have refused entrance to 'swine', for fear of diluting their essence to the point of nonsense -- which ultimately happened -- universities no longer aid, or seek to aid, those now warming up the seats in those hallowed halls, to develop their faculties. Professors preach a received brand of dogma and only hand out credentials to the dogmatic. Not so much in the hard sciences, like medicine, engineering, and science, you may think, but bifurcation is not absolute. Quotas and rationing, and allowing for gender and race accommodation, are where the peculiar dogmas of the social sciences tend to do the most damage. There are few people who do not know of someone who has not been accepted in the disipline of their choice because of 'quotas'...Granted, those who are driven by some inner impulse to seek knowledge, understanding, and enlightenment, may seem to be few but the question is; why are they so few?"
721,14570359,source2_14570359_41_0,222156_0,"long, but I actually got it",{},"Oct 1, 2013",RememberThePast,No,"long, but I actually got it"
722,14570359,source2_14570359_42,136202_0,"Is there a course on famous women writers like Miley Cyrus, Oprah and of course everyone's favourite feminist writer uummmm I can't think of one. Can you???",{},"Sep 28, 2013",Peel Teacher,Yes,"Is there a course on famous women writers like Miley Cyrus, Oprah and of course everyone's favourite feminist writer uummmm I can't think of one. Can you???"
723,14570359,source2_14570359_42_0,136202_0,"Personally, I like Germaine Greer. Plus, a lot of other female essayist, but they're not generally considered feminists per se.",{},"Sep 28, 2013",WhatTheThunderSaid,No,"Personally, I like Germaine Greer. Plus, a lot of other female essayist, but they're not generally considered feminists per se."
724,14570359,source2_14570359_43,913630_0,"Even a cursory search of any major Canadian university's course listings will show you, Ms. Wente, that male writers are not at risk from being dropped from syllabi. It would be impossible to take an American literature class and not read Hemingway, Faulkner, James, and/or any number of important male writers. Most also include--as they should--Stein, Barnes, and/or Chopin. You've missed the point of the frustration, I'm afraid. Most of the intelligent opposition is not upset that male authors are being taught, but that Gilmour *refuses* to teach female authors. That is a problem not only because undergraduate students are entitled to a well-rounded education but, more importantly, because an educator who teaches such from such a narrow range is ultimately hosting a fairly petty book club. One of Gilmour's classes is called &quot;Love, Sex, and Death in Short Fiction&quot;--not a single female writer is included, despite the fact that Munro and Mansfield (to name only two--but the list is long) are two of the most important writers on these themes in short fiction, ever.Please, please do your research before you write your work. You are famous for misinformation, but wouldn't it be so lovely if you could stop jumping on the fame-train (&quot;insult feminists,&quot; indeed!) and just... do research? It took me about 5 minutes to read about 10 course syllabi, each of which sinks your petty argument under the clear waters of evidence.",{},"Sep 30, 2013",Gillian Bright,No,"Even a cursory search of any major Canadian university's course listings will show you, Ms. Wente, that male writers are not at risk from being dropped from syllabi. It would be impossible to take an American literature class and not read Hemingway, Faulkner, James, and/or any number of important male writers. Most also include--as they should--Stein, Barnes, and/or Chopin. You've missed the point of the frustration, I'm afraid. Most of the intelligent opposition is not upset that male authors are being taught, but that Gilmour *refuses* to teach female authors. That is a problem not only because undergraduate students are entitled to a well-rounded education but, more importantly, because an educator who teaches such from such a narrow range is ultimately hosting a fairly petty book club. One of Gilmour's classes is called ""Love, Sex, and Death in Short Fiction""--not a single female writer is included, despite the fact that Munro and Mansfield (to name only two--but the list is long) are two of the most important writers on these themes in short fiction, ever. Please, please do your research before you write your work. You are famous for misinformation, but wouldn't it be so lovely if you could stop jumping on the fame-train (""insult feminists,"" indeed!) and just... do research? It took me about 5 minutes to read about 10 course syllabi, each of which sinks your petty argument under the clear waters of evidence."
725,14570359,source2_14570359_44,597996_0,"The problem with Gilmour is that he wasn't up front with his bias to begin with. He should have named his course Men's Views of Love, Sex and Death in Short Stories to avoid all of this rather than suggest that he's taking a broader look by leaving out the fact that he'd only be talking about men.",{},"Sep 28, 2013",coyoteblue,Yes,"The problem with Gilmour is that he wasn't up front with his bias to begin with. He should have named his course Men's Views of Love, Sex and Death in Short Stories to avoid all of this rather than suggest that he's taking a broader look by leaving out the fact that he'd only be talking about men."
726,14570359,source2_14570359_44_0,597996_0,It would just as wrong to teach only women writers or only gay writers or only Chinese writers in a course with this name.,{},"Sep 28, 2013",coyoteblue,No,It would just as wrong to teach only women writers or only gay writers or only Chinese writers in a course with this name.
727,14570359,source2_14570359_44_1,597996_0," Oh c'mon. Students are perfectly capable of reading the syllabus in the first week and switching to another elective if they don't like the one on offer. The first few weeks in most university courses--required or optional--involves a lot of students switching in and out of courses before the university starts withholding fees.Sometimes this has to do with the content, but more often students are looking for an interesting prof, and a course without a huge workload. I could count on the fingers of one hand the number who switch in and out because 'there aren't enough women writers.'",{},"Sep 28, 2013",Captain Obvious,No,"Oh c'mon. Students are perfectly capable of reading the syllabus in the first week and switching to another elective if they don't like the one on offer. The first few weeks in most university courses--required or optional--involves a lot of students switching in and out of courses before the university starts withholding fees. Sometimes this has to do with the content, but more often students are looking for an interesting prof, and a course without a huge workload. I could count on the fingers of one hand the number who switch in and out because 'there aren't enough women writers.'"
728,14570359,source2_14570359_45,550102_0,"When I was taking an introductory class in Impressionist art at Carleton University several years ago, my professor, a wonderful teacher named Roger Mesley, announced to the class that he would not be including the well known, much loved painter Renoir in the syllabus. *gasps of horror and shock*He then explained that he would rather explore &quot;the depths of Caillebotte than the shallows of Renoir.&quot; In his subsequent lectures on Caillebotte, I began to see exactly what he meant. He led us away from our comfortable views to challenge us with something new.I can't look at a Renoir now without thinking of Professor Mesley's quote about his shallowness.It's a shame Mr. Gilmour, as a teacher, is happy in his own comfortableness and that of his students.",{},"Oct 2, 2013",Patricia Sears,No,"When I was taking an introductory class in Impressionist art at Carleton University several years ago, my professor, a wonderful teacher named Roger Mesley, announced to the class that he would not be including the well known, much loved painter Renoir in the syllabus. *gasps of horror and shock*He then explained that he would rather explore ""the depths of Caillebotte than the shallows of Renoir."" In his subsequent lectures on Caillebotte, I began to see exactly what he meant. He led us away from our comfortable views to challenge us with something new. I can't look at a Renoir now without thinking of Professor Mesley's quote about his shallowness. It's a shame Mr. Gilmour, as a teacher, is happy in his own comfortable ness and that of his students."
729,14570359,source2_14570359_46,121524_0,"Perhaps we should study more carefully the behaviour of our closest relative, the bonobo. Their society is matriarchal-bands of females dominate single males, and male status is conferred by the status of the mother.My daughter took Women's Studies at a major Canadian university. Halfway through a semester of the usual male-bashing, the instructor invited comments. My daughter stood up and said &quot;My Dad's not a bad guy.&quot; From that point on, neither the instructor nor any of the other students in the class ever spoke to her again.There is absolutely nothing wrong with Gilmour teaching what he thinks is important. That is our prerogative as professors. (Think this through, people: the alternative is course content by group-think and political pressure.) If people don't like what we teach they can drop the course. Suck it up.",{},"Sep 28, 2013",Mike Risk,Yes,"Perhaps we should study more carefully the behaviour of our closest relative, the bonobo. Their society is matriarchal-bands of females dominate single males, and male status is conferred by the status of the mother. My daughter took Women's Studies at a major Canadian university. Halfway through a semester of the usual male-bashing, the instructor invited comments. My daughter stood up and said ""My Dad's not a bad guy."" From that point on, neither the instructor nor any of the other students in the class ever spoke to her again. There is absolutely nothing wrong with Gilmour teaching what he thinks is important. That is our prerogative as professors. (Think this through, people: the alternative is course content by group-think and political pressure.) If people don't like what we teach they can drop the course. Suck it up."
730,14570359,source2_14570359_46_0,121524_0,My daughter would say that too. Funny how a few words from a daughter can bring such joy.,{},"Sep 28, 2013",DJCC,No,My daughter would say that too. Funny how a few words from a daughter can bring such joy.
731,14570359,source2_14570359_46_1,121524_0," In my daughter's Intro to Feminism class the professor pointed her out as an example of the Beauty Myth. This seemed to be a bad thing, though my daughter has learned to live with it.",{},"Sep 28, 2013",Tseth,No,"In my daughter's Intro to Feminism class the professor pointed her out as an example of the Beauty Myth. This seemed to be a bad thing, though my daughter has learned to live with it."
732,14570359,source2_14570359_46_2,121524_0," This comment scares me a lot more than the column by Wente. I had no idea it had come to this. As a divorced father and non-custodial parent I have become accustomed to a man-hating family law system in Canada, but until I saw Mike Risk's comment I always assumed that the male-bashing stories from academia were, somehow, exaggerations.Cheers to his daughter for standing up to the juggernaut.",{},"Sep 28, 2013",Viajero,No,"This comment scares me a lot more than the column by Wente. I had no idea it had come to this. As a divorced father and non-custodial parent I have become accustomed to a man-hating family law system in Canada, but until I saw Mike Risk's comment I always assumed that the male-bashing stories from academia were, somehow, exaggerations. Cheers to his daughter for standing up to the juggernaut."
733,14570359,source2_14570359_46_3,121524_0," Thanks for those supportive comments. It gets better. My daughter, a very tough and talented woman, dropped out of the PhD program at York (a good call, given York's rep) to create a highly successful career as an equestrienne. When I told her that her alma mater had closed the Women's Studies department, she said &quot;Everything I needed to know about feminism I learned from my horses and my Dad.&quot;As Wente points out in her column, the rabid feminists (a small minority of all women) won the battle on campus long ago-but instead of relaxing and cooperating, they have been pedal to the metal. Nothing is more difficult to negotiate with than an academic with a sense of entitlement.",{},"Sep 29, 2013",Mike Risk,No,"Thanks for those supportive comments. It gets better. My daughter, a very tough and talented woman, dropped out of the PhD program at York (a good call, given York's rep) to create a highly successful career as an equestrienne. When I told her that her alma mater had closed the Women's Studies department, she said ""Everything I needed to know about feminism I learned from my horses and my Dad.""As Wente points out in her column, the rabid feminists (a small minority of all women) won the battle on campus long ago-but instead of relaxing and cooperating, they have been pedal to the metal. Nothing is more difficult to negotiate with than an academic with a sense of entitlement."
